Código da Planilha;Primeira Camada SIOPE;Segunda Camada SIOPE;Terceira Camada SIOPE;Quarta Camada SIOPE;Quinta Camada SIOPE;Observação/Regra
1347;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Ensino Fundamental ;782 - Transporte Escolar
1411;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Creche) ;122 - Administração Geral
1349;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Creche) ;306 - Alimentação e Nutrição - Merenda Escolar
1350;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Creche) ;365 - Educação Infantil
1427;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Creche) ;367 - Educação Especial
1351;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Creche) ;782 - Transporte Escolar
1412;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Pré-Escola) ;122 - Administração Geral
1353;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Pré-Escola) ;306 - Alimentação e Nutrição - Merenda Escolar
1354;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Pré-Escola) ;365 - Educação Infantil
1428;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Pré-Escola) ;367 - Educação Especial
1355;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 30 ;FUNDEB (VAAT) ;Educação Infantil (Pré-Escola) ;782 - Transporte Escolar
1643;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70;;;
1651;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (Impostos e Transferências) ;Ensino Fundamental ;361 - Ensino Fundamental
1652;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (Impostos e Transferências) ;Ensino Fundamental ;366 - Educação de Jovens e Adultos
1653;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (Impostos e Transferências) ;Ensino Fundamental ;367 - Educação Especial
1658;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (Impostos e Transferências) ;Educação Infantil (Creche) ;365 - Educação Infantil
1659;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (Impostos e Transferências) ;Educação Infantil (Creche) ;367 - Educação Especial
1664;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (Impostos e Transferências) ;Educação Infantil (Pré-Escola) ;365 - Educação Infantil
1665;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (Impostos e Transferências) ;Educação Infantil (Pré-Escola) ;367 - Educação Especial
1670;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAF) ;Ensino Fundamental ;361 - Ensino Fundamental
1671;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAF) ;Ensino Fundamental ;366 - Educação de Jovens e Adultos
1672;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAF) ;Ensino Fundamental ;367 - Educação Especial
1677;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAF) ;Educação Infantil (Creche) ;365 - Educação Infantil
1678;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAF) ;Educação Infantil (Creche) ;367 - Educação Especial
1683;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAF) ;Educação Infantil (Pré-Escola) ;365 - Educação Infantil
1684;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAF) ;Educação Infantil (Pré-Escola) ;367 - Educação Especial
1689;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAT) ;Ensino Fundamental ;361 - Ensino Fundamental
1690;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAT) ;Ensino Fundamental ;366 - Educação de Jovens e Adultos
1691;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAT) ;Ensino Fundamental ;367 - Educação Especial
1696;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAT) ;Educação Infantil (Creche) ;365 - Educação Infantil
1697;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAT) ;Educação Infantil (Creche) ;367 - Educação Especial
1702;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAT) ;Educação Infantil (Pré-Escola) ;365 - Educação Infantil
1703;Despesas Custeadas com Receitas do FUNDEB Recebidas no Exercício + Superavit;FUNDEB 70 ;FUNDEB (VAAT) ;Educação Infantil (Pré-Escola) ;367 - Educação Especial
1576;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Fundamental ;122 - Administração Geral;
1577;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Fundamental ;306 - Alimentação e Nutrição - Merenda Escolar;
1578;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Fundamental ;361 - Ensino Fundamental;
1639;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Fundamental ;366 - Educação de Jovens e Adultos;
1640;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Fundamental ;367 - Educação Especial;
1619;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Fundamental ;782 - Transporte Escolar;
1580;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Médio ;122 - Administração Geral;
1581;Despesas Custeadas c/ Recursos Vinculados;Operações de Crédito Vinculadas à Educação ;Ensino Médio ;306 - Alimentação e Nutrição - Merenda Escolar;
